CPT_CODE,DESCRIPTION,NON_FACILITY_PRICE,FACILITY_PRICE,SOURCE
44144,Partial removal of colon,1628.72,0.0,cms_pfs
44145,Partial removal of colon,1509.91,0.0,cms_pfs
44146,Partial removal of colon,1934.9,0.0,cms_pfs
44147,Partial removal of colon,1752.52,0.0,cms_pfs
44150,Removal of colon,1724.24,0.0,cms_pfs
44151,Removal of colon/ileostomy,2003.79,0.0,cms_pfs
44155,Removal of colon/ileostomy,1913.27,0.0,cms_pfs
44156,Removal of colon/ileostomy,2139.9,0.0,cms_pfs
44157,Colectomy w/ileoanal anast,2034.74,0.0,cms_pfs
44158,Colectomy w/neo-rectum pouch,2083.66,0.0,cms_pfs
44160,Removal of colon,1153.15,0.0,cms_pfs
44180,Lap enterolysis,861.29,0.0,cms_pfs
44186,Lap jejunostomy,622.67,0.0,cms_pfs
44187,Lap ileo/jejuno-stomy,1021.03,0.0,cms_pfs
44188,Lap colostomy,1135.51,0.0,cms_pfs
44202,Lap enterectomy,1284.28,0.0,cms_pfs
44203,Lap resect s/intestine addl,215.32,0.0,cms_pfs
44204,Laparo partial colectomy,1408.08,0.0,cms_pfs
44205,Lap colectomy part w/ileum,1221.71,0.0,cms_pfs
44206,Lap part colectomy w/stoma,1594.78,0.0,cms_pfs
44207,L colectomy/coloproctostomy,1643.37,0.0,cms_pfs
44208,L colectomy/coloproctostomy,1795.46,0.0,cms_pfs
44210,Laparo total proctocolectomy,1621.73,0.0,cms_pfs
44211,Lap colectomy w/proctectomy,1920.26,0.0,cms_pfs
44212,Laparo total proctocolectomy,1855.36,0.0,cms_pfs
44213,Lap mobil splenic fl add-on,164.4,0.0,cms_pfs
44227,Lap close enterostomy,1513.91,0.0,cms_pfs
44238,Unlisted laps px intestine,0.0,0.0,cms_pfs
44300,Open bowel to skin,793.4,0.0,cms_pfs
44310,Ileostomy/jejunostomy,964.12,0.0,cms_pfs
44312,Revision of ileostomy,566.09,0.0,cms_pfs
44314,Revision of ileostomy,932.17,0.0,cms_pfs
44316,Devise bowel pouch,1319.55,0.0,cms_pfs
44320,Colostomy,1117.88,0.0,cms_pfs
44322,Colostomy with biopsies,980.1,0.0,cms_pfs
44340,Revision of colostomy,605.03,0.0,cms_pfs
44345,Revision of colostomy,983.09,0.0,cms_pfs
44346,Revision of colostomy,1096.24,0.0,cms_pfs
44360,Small bowel endoscopy,127.13,0.0,cms_pfs
44361,Small bowel endoscopy/biopsy,140.11,0.0,cms_pfs
44363,Small bowel endoscopy,169.06,0.0,cms_pfs
44364,Small bowel endoscopy,179.71,0.0,cms_pfs
44365,Small bowel endoscopy,160.41,0.0,cms_pfs
44366,Small bowel endoscopy,209.66,0.0,cms_pfs
44369,Small bowel endoscopy,214.99,0.0,cms_pfs
44370,Small bowel endoscopy/stent,234.62,0.0,cms_pfs
44372,Small bowel endoscopy,211.33,0.0,cms_pfs
44373,Small bowel endoscopy,169.73,0.0,cms_pfs
44376,Small bowel endoscopy,247.6,0.0,cms_pfs
44377,Small bowel endoscopy/biopsy,259.92,0.0,cms_pfs
44378,Small bowel endoscopy,333.8,0.0,cms_pfs
44379,S bowel endoscope w/stent,357.43,0.0,cms_pfs
44380,Small bowel endoscopy br/wa,52.92,0.0,cms_pfs
44381,Small bowel endoscopy br/wa,77.21,0.0,cms_pfs
44382,Small bowel endoscopy,67.56,0.0,cms_pfs
44384,Small bowel endoscopy,134.45,0.0,cms_pfs
44385,Endoscopy of bowel pouch,67.23,0.0,cms_pfs
44386,Endoscopy bowel pouch/biop,80.87,0.0,cms_pfs
44388,Colonoscopy thru stoma spx,140.44,0.0,cms_pfs
44389,Colonoscopy with biopsy,153.09,0.0,cms_pfs
44390,Colonoscopy for foreign body,185.04,0.0,cms_pfs
44391,Colonoscopy for bleeding,202.34,0.0,cms_pfs
44392,Colonoscopy & polypectomy,179.05,0.0,cms_pfs
44394,Colonoscopy w/snare,199.01,0.0,cms_pfs
44401,Colonoscopy with ablation,212.33,0.0,cms_pfs
44402,Colonoscopy w/stent plcmt,228.3,0.0,cms_pfs
44403,Colonoscopy w/resection,264.91,0.0,cms_pfs
44404,Colonoscopy w/injection,152.42,0.0,cms_pfs
44405,Colonoscopy w/dilation,162.07,0.0,cms_pfs
44406,Colonoscopy w/ultrasound,201.34,0.0,cms_pfs
44407,Colonoscopy w/ndl aspir/bx,240.28,0.0,cms_pfs
44408,Colonoscopy w/decompression,203.01,0.0,cms_pfs
44500,Intro gastrointestinal tube,16.31,0.0,cms_pfs
4450F,Self-care ed provided to pt,0.0,0.0,master_cleaned
44602,Suture small intestine,1285.61,0.0,cms_pfs
44603,Suture small intestine,1478.96,0.0,cms_pfs
44604,Suture large intestine,971.11,0.0,cms_pfs
44605,Repair of bowel lesion,1213.39,0.0,cms_pfs
44615,Intestinal stricturoplasty,991.41,0.0,cms_pfs
44620,Repair bowel opening,801.05,0.0,cms_pfs
44625,Repair bowel opening,930.18,0.0,cms_pfs
44626,Repair bowel opening,1451.01,0.0,cms_pfs
44640,Repair bowel-skin fistula,1279.28,0.0,cms_pfs
44650,Repair bowel fistula,1318.55,0.0,cms_pfs
44660,Repair bowel-bladder fistula,1212.06,0.0,cms_pfs
44661,Repair bowel-bladder fistula,1409.08,0.0,cms_pfs
44680,Surgical revision intestine,1005.72,0.0,cms_pfs
44700,Suspend bowel w/prosthesis,913.2,0.0,cms_pfs
44701,Intraop colon lavage add-on,151.76,0.0,cms_pfs
44705,Prepare fecal microbiota,71.22,299.52,master
4470F,Icd counseling provided,0.0,0.0,master_cleaned
44715,Prepare donor intestine,0.0,0.0,cms_pfs
44720,Prep donor intestine/venous,245.27,0.0,cms_pfs
44721,Prep donor intestine/artery,343.12,0.0,cms_pfs
44799,Unlisted px small intestine,0.0,0.0,cms_pfs
44800,Excision of bowel pouch,737.15,0.0,cms_pfs
4480F,Pt rcvng ace/arb b-blockertx,0.0,0.0,master_cleaned
4481F,Pt rcvng ace/arb blker <3mos,0.0,0.0,master_cleaned
44820,Excision of mesentery lesion,805.38,0.0,cms_pfs
44850,Repair of mesentery,706.87,0.0,cms_pfs
44899,Unlisted px meckel's dvrtclm,0.0,0.0,cms_pfs
44900,I&d appendix abscess open,741.15,0.0,cms_pfs
44950,Appendectomy,603.37,0.0,cms_pfs
44955,Appendectomy add-on,74.55,0.0,cms_pfs
44960,Appendectomy,822.02,0.0,cms_pfs
44970,Laparoscopy appendectomy,576.08,0.0,cms_pfs
44979,Unlisted laps px appendix,0.0,0.0,cms_pfs
450,Anesth surgery of shoulder,0.0,0.0,master_cleaned
45000,Drainage of pelvic abscess,411.34,0.0,cms_pfs
45005,Drainage of rectal abscess,173.06,0.0,cms_pfs
4500F,Ref to outpt card rehab prog,0.0,0.0,master_cleaned
45020,Drainage of rectal abscess,549.79,0.0,cms_pfs
45100,Biopsy of rectum,301.18,0.0,cms_pfs
45108,Anorectal myomectomy,371.4,0.0,cms_pfs
4510F,Prev cardrehab qualcardevent,0.0,0.0,master_cleaned
45110,Removal of rectum,1666.33,0.0,cms_pfs
45111,Partial removal of rectum,1007.05,0.0,cms_pfs
45112,Removal of rectum,1634.71,0.0,cms_pfs
45113,Partial proctectomy,1689.29,0.0,cms_pfs
45114,Partial removal of rectum,1682.3,0.0,cms_pfs
45116,Partial removal of rectum,1401.75,0.0,cms_pfs
45119,Remove rectum w/reservoir,1701.27,0.0,cms_pfs
45120,Removal of rectum,1492.61,0.0,cms_pfs
45121,Removal of rectum and colon,1624.4,0.0,cms_pfs
45123,Partial proctectomy,1029.02,0.0,cms_pfs
45126,Pelvic exenteration,2473.7,0.0,cms_pfs
45130,Excision of rectal prolapse,1001.06,0.0,cms_pfs
45135,Excision of rectal prolapse,1191.76,0.0,cms_pfs
45136,Excise ileoanal reservior,1629.06,0.0,cms_pfs
45150,Excision of rectal stricture,416.67,0.0,cms_pfs
45160,Excision of rectal lesion,972.77,0.0,cms_pfs
45171,Exc rect tum transanal part,609.69,0.0,cms_pfs
45172,Exc rect tum transanal full,792.06,0.0,cms_pfs
45190,Destruction rectal tumor,669.93,0.0,cms_pfs
4525F,Neuropsychia interven order,0.0,0.0,master_cleaned
4526F,Neuropsychia interven rcvd,0.0,0.0,master_cleaned
45300,Proctosigmoidoscopy dx,44.93,0.0,cms_pfs
45303,Proctosigmoidoscopy dilate,79.87,0.0,cms_pfs
45305,Proctosigmoidoscopy w/bx,68.89,0.0,cms_pfs
45307,Proctosigmoidoscopy fb,95.51,0.0,cms_pfs
45308,Proctosigmoidoscopy removal,81.2,0.0,cms_pfs
45309,Proctosigmoidoscopy removal,85.86,0.0,cms_pfs
45315,Proctosigmoidoscopy removal,99.84,0.0,cms_pfs
45317,Proctosigmoidoscopy bleed,102.17,0.0,cms_pfs
45320,Proctosigmoidoscopy ablate,99.17,0.0,cms_pfs
45321,Proctosigmoidoscopy volvul,97.84,0.0,cms_pfs
45327,Proctosigmoidoscopy w/stent,109.49,0.0,cms_pfs
45330,Diagnostic sigmoidoscopy,53.58,0.0,cms_pfs
45331,Sigmoidoscopy and biopsy,66.56,0.0,cms_pfs
45332,Sigmoidoscopy w/fb removal,95.51,0.0,cms_pfs
45333,Sigmoidoscopy & polypectomy,86.2,0.0,cms_pfs
45334,Sigmoidoscopy for bleeding,105.5,0.0,cms_pfs
45335,Sigmoidoscopy w/submuc inj,62.23,0.0,cms_pfs
45337,Sigmoidoscopy & decompress,99.51,0.0,cms_pfs
45338,Sigmoidoscopy w/tumr remove,108.49,0.0,cms_pfs
45340,Sig w/tndsc balloon dilation,72.22,0.0,cms_pfs
45341,Sigmoidoscopy w/ultrasound,111.16,0.0,cms_pfs
45342,Sigmoidoscopy w/us guide bx,151.09,0.0,cms_pfs
45346,Sigmoidoscopy w/ablation,142.77,0.0,cms_pfs
45347,Sigmoidoscopy w/plcmt stent,136.12,0.0,cms_pfs
45349,Sigmoidoscopy w/resection,174.72,0.0,cms_pfs
45350,Sgmdsc w/band ligation,91.52,0.0,cms_pfs
45378,Diagnostic colonoscopy,164.07,0.0,cms_pfs
45379,Colonoscopy w/fb removal,209.33,0.0,cms_pfs
45380,Colonoscopy and biopsy,177.05,0.0,cms_pfs
45381,Colonoscopy submucous njx,177.05,0.0,cms_pfs
45382,Colonoscopy w/control bleed,225.97,0.0,cms_pfs
45384,Colonoscopy w/lesion removal,202.68,0.0,cms_pfs
45385,Colonoscopy w/lesion removal,222.64,0.0,cms_pfs
45386,Colonoscopy w/balloon dilat,186.7,0.0,cms_pfs
45388,Colonoscopy w/ablation,237.62,0.0,cms_pfs
45389,Colonoscopy w/stent plcmt,252.26,0.0,cms_pfs
45390,Colonoscopy w/resection,289.2,0.0,cms_pfs
45391,Colonoscopy w/endoscope us,225.31,0.0,cms_pfs
45392,Colonoscopy w/endoscopic fnb,264.91,0.0,cms_pfs
45393,Colonoscopy w/decompression,217.65,0.0,cms_pfs
45395,Lap removal of rectum,1792.79,0.0,cms_pfs
45397,Lap remove rectum w/pouch,1934.9,0.0,cms_pfs
45398,Colonoscopy w/band ligation,208.67,0.0,cms_pfs
45399,Unlisted procedure colon,0.0,0.0,cms_pfs
454,Anesth collar bone biopsy,0.0,0.0,master_cleaned
45400,Laparoscopic proc,1040.67,0.0,cms_pfs
45402,Lap proctopexy w/sig resect,1387.78,0.0,cms_pfs
4540F,Disease modif pharmacothxpy,0.0,0.0,master_cleaned
4541F,Pt offered tx for pseudobulb,0.0,0.0,master_cleaned
45499,Laparoscope proc rectum,0.0,0.0,cms_pfs
45500,Repair of rectum,568.09,0.0,cms_pfs
45505,Repair of rectum,592.05,0.0,cms_pfs
4550F,Noninvas resp support talk,0.0,0.0,master_cleaned
4551F,Nutritional support offered,0.0,0.0,master_cleaned
45520,Treatment of rectal prolapse,37.61,0.0,cms_pfs
4552F,Pt ref for speech lang path,0.0,0.0,master_cleaned
4553F,Pt asst re end life issues,0.0,0.0,master_cleaned
45540,Correct rectal prolapse,970.78,0.0,cms_pfs
45541,Correct rectal prolapse,887.58,0.0,cms_pfs
4554F,Pt recvd inhal anesthetic,0.0,0.0,master_cleaned
45550,Repair rectum/remove sigmoid,1347.51,0.0,cms_pfs
4555F,Pt recvd no inhal anesthic,0.0,0.0,master_cleaned
45560,Repair of rectocele,631.32,0.0,cms_pfs
45562,Exploration/repair of rectum,1119.21,0.0,cms_pfs
45563,Exploration/repair of rectum,1564.16,0.0,cms_pfs
4556F,Pt w/3+ post-op nausea&vom,0.0,0.0,master_cleaned
4557F,Pt w/o 3+ post-opnausea&vom,0.0,0.0,master_cleaned
4558F,Pt recvd 2 rx anti-emet agt,0.0,0.0,master_cleaned
4559F,1 bodytemp >=35.5cw/in 30min,0.0,0.0,master_cleaned
4560F,Anesth w/o gen/neurax anesth,0.0,0.0,master_cleaned
4561F,Pt w/ coronary artery stent,0.0,0.0,master_cleaned
4562F,Pt w/o coronary artery stent,0.0,0.0,master_cleaned
4563F,Pt recvd aspirin w/in 24 hrs,0.0,0.0,master_cleaned
45800,Repair rect/bladder fistula,1205.07,0.0,cms_pfs
45805,Repair fistula w/colostomy,1388.11,0.0,cms_pfs
45820,Repair rectourethral fistula,1207.73,0.0,cms_pfs
45825,Repair fistula w/colostomy,1457.0,0.0,cms_pfs
45900,Reduction of rectal prolapse,210.66,0.0,cms_pfs
45905,Dilation of anal sphincter,168.4,0.0,cms_pfs
45910,Dilation of rectal narrowing,187.37,0.0,cms_pfs
45915,Remove rectal obstruction,230.96,0.0,cms_pfs
45990,Surg dx exam anorectal,99.17,0.0,cms_pfs
45999,Unlisted procedure rectum,0.0,0.0,cms_pfs
46020,Placement of seton,110.49,0.0,cms_pfs
46030,Removal anal seton oth mrk,80.2,0.0,cms_pfs
46040,I&d ischiorct&/perirct absc,433.31,0.0,cms_pfs
46045,I&d absc tranal under anes,445.95,0.0,cms_pfs
46050,I&d perianal abscess supfc,103.17,0.0,cms_pfs
46060,I&d ischiorectal/ntrmrl absc,489.88,0.0,cms_pfs
46070,Incision anal septum infant,288.54,0.0,cms_pfs
46080,Sphnctrotmy anal div sphnctr,149.43,0.0,cms_pfs
46083,Inc thrombosed hroid xtrnl,107.16,0.0,cms_pfs
46200,Removal of anal fissure,346.44,0.0,cms_pfs
46220,Excise anal ext tag/papilla,119.14,0.0,cms_pfs
46221,Ligation of hemorrhoid(s),196.35,0.0,cms_pfs
46230,Removal of anal tags,165.73,0.0,cms_pfs
46250,Remove ext hem groups 2+,317.49,0.0,cms_pfs
46255,Remove int/ext hem 1 group,349.44,0.0,cms_pfs
46257,Remove in/ex hem grp & fiss,414.34,0.0,cms_pfs
46258,Remove in/ex hem grp w/fistu,479.23,0.0,cms_pfs
46260,Remove in/ex hem groups 2+,477.9,0.0,cms_pfs
46261,Remove in/ex hem grps & fiss,513.51,0.0,cms_pfs
46262,Remove in/ex hem grps w/fist,585.73,0.0,cms_pfs
46270,Remove anal fist subq,406.68,0.0,cms_pfs
46275,Remove anal fist inter,423.65,0.0,cms_pfs
46280,Remove anal fist complex,480.9,0.0,cms_pfs
46285,Remove anal fist 2 stage,425.32,0.0,cms_pfs
46288,Repair anal fistula,550.45,0.0,cms_pfs
46320,Removal of hemorrhoid clot,107.83,0.0,cms_pfs
46500,Injection into hemorrhoid(s),193.69,0.0,cms_pfs
46505,Chemodenervation anal musc,245.61,0.0,cms_pfs
46600,Diagnostic anoscopy spx,40.27,0.0,cms_pfs
46601,Diagnostic anoscopy,85.2,0.0,cms_pfs
46604,Anoscopy and dilation,62.23,0.0,cms_pfs
46606,Anoscopy and biopsy,70.89,0.0,cms_pfs
46607,Diagnostic anoscopy & biopsy,112.82,0.0,cms_pfs
46608,Anoscopy remove for body,81.2,0.0,cms_pfs
46610,Anoscopy remove lesion,75.88,0.0,cms_pfs
46611,Anoscopy,74.55,0.0,cms_pfs
46612,Anoscopy remove lesions,90.19,0.0,cms_pfs
46614,Anoscopy control bleeding,61.24,0.0,cms_pfs
46615,Anoscopy,83.53,0.0,cms_pfs
46700,Repair of anal stricture,637.31,0.0,cms_pfs
46705,Repair of anal stricture,574.41,0.0,cms_pfs
46706,Repr of anal fistula w/glue,177.38,0.0,cms_pfs
46707,Repair anorectal fist w/plug,511.51,0.0,cms_pfs
46710,Repr per/vag pouch sngl proc,1063.96,0.0,cms_pfs
46712,Repr per/vag pouch dbl proc,2069.35,0.0,cms_pfs
46715,Rep perf anoper fistu,552.12,0.0,cms_pfs
46716,Rep perf anoper/vestib fistu,1210.73,0.0,cms_pfs
46730,Construction of absent anus,1900.62,0.0,cms_pfs
46735,Construction of absent anus,2169.19,0.0,cms_pfs
46740,Construction of absent anus,2064.69,0.0,cms_pfs
46742,Repair of imperforated anus,2366.21,0.0,cms_pfs
46744,Repair of cloacal anomaly,3292.06,0.0,cms_pfs
46746,Repair of cloacal anomaly,3615.54,0.0,cms_pfs
46748,Repair of cloacal anomaly,3908.74,0.0,cms_pfs
46750,Repair of anal sphincter,684.57,0.0,cms_pfs
46751,Repair of anal sphincter,661.61,0.0,cms_pfs
46753,Reconstruction of anus,612.35,0.0,cms_pfs
46754,Removal of suture from anus,238.95,0.0,cms_pfs
46760,Repair of anal sphincter,1044.99,0.0,cms_pfs
46761,Repair of anal sphincter,827.01,0.0,cms_pfs
46900,Destruction anal lesion(s),131.79,0.0,cms_pfs
46910,Destruction anal lesion(s),129.46,0.0,cms_pfs
46916,Cryosurgery anal lesion(s),121.8,0.0,cms_pfs
46917,Laser surgery anal lesions,120.47,0.0,cms_pfs
46922,Excision of anal lesion(s),133.79,0.0,cms_pfs
46924,Destruction anal lesion(s),171.39,0.0,cms_pfs
46930,Destroy internal hemorrhoids,157.08,0.0,cms_pfs
46940,Treatment of anal fissure,136.12,0.0,cms_pfs
46942,Treatment of anal fissure,123.14,0.0,cms_pfs
46945,Int hrhc lig 1 hroid w/o img,349.11,0.0,cms_pfs
46946,Int hrhc lig 2+hroid w/o img,382.39,0.0,cms_pfs
46947,Hemorrhoidopexy by stapling,378.06,0.0,cms_pfs
46948,Int hrhc tranal dartlzj 2+,443.96,0.0,cms_pfs
46999,Unlisted procedure anus,0.0,0.0,cms_pfs
470,Anesth removal of rib,0.0,0.0,master_cleaned
47000,Needle biopsy of liver perq,76.21,0.0,cms_pfs
47001,Ndl biopsy lvr tm oth maj px,92.19,0.0,cms_pfs
47010,Hepatot opn drg absc/cst 1/2,1138.84,0.0,cms_pfs
47015,Lapt aspir&/njx hep prst cst,1100.24,0.0,cms_pfs
47100,Wedge biopsy of liver,811.7,0.0,cms_pfs
47120,Partial removal of liver,2158.87,0.0,cms_pfs
47122,Extensive removal of liver,3135.97,0.0,cms_pfs
47125,Partial removal of liver,2816.15,0.0,cms_pfs
47130,Partial removal of liver,3012.17,0.0,cms_pfs
47133,Removal of donor liver,0.0,0.0,master_cleaned
47135,Transplantation of liver,5020.62,0.0,cms_pfs
47140,Partial removal donor liver,3332.99,0.0,cms_pfs
47141,Partial removal donor liver,3970.97,0.0,cms_pfs
47142,Partial removal donor liver,4359.68,0.0,cms_pfs
47143,Prep donor liver whole,0.0,0.0,cms_pfs
47144,Prep donor liver 3-segment,0.0,0.0,cms_pfs
47145,Prep donor liver lobe split,0.0,0.0,cms_pfs
47146,Prep donor liver/venous,293.86,0.0,cms_pfs
47147,Prep donor liver/arterial,342.45,0.0,cms_pfs
472,Anesth chest wall repair,0.0,0.0,master_cleaned
47300,Surgery for liver lesion,1068.95,0.0,cms_pfs
47350,Repair liver wound,1280.95,0.0,cms_pfs
47360,Repair liver wound,1738.55,0.0,cms_pfs
47361,Repair liver wound,2759.58,0.0,cms_pfs
47362,Repair liver wound,1333.2,0.0,cms_pfs
47370,Laparo ablate liver tumor rf,1168.13,0.0,cms_pfs
47371,Laparo ablate liver cryosurg,1178.11,0.0,cms_pfs
47379,Unlisted laps px liver,0.0,0.0,cms_pfs
47380,Open ablate liver tumor rf,1339.52,0.0,cms_pfs
47381,Open ablate liver tumor cryo,1377.79,0.0,cms_pfs
47382,Percut ablate liver rf,638.31,0.0,cms_pfs
47383,Perq abltj lvr cryoablation,401.69,0.0,cms_pfs
47384,Abltj ire liver 1+ tum perq,422.66,0.0,cms_pfs
47399,Unlisted procedure liver,0.0,0.0,cms_pfs
474,Anesth surgery of rib,0.0,0.0,master_cleaned
47400,Incision of liver duct,1986.15,0.0,cms_pfs
47420,Incision of bile duct,1234.36,0.0,cms_pfs
47425,Incision of bile duct,1279.95,0.0,cms_pfs
47460,Incise bile duct sphincter,1191.76,0.0,cms_pfs
47480,Incision of gallbladder,834.66,0.0,cms_pfs
47490,Incision of gallbladder,297.19,0.0,cms_pfs
47531,Injection for cholangiogram,61.57,0.0,cms_pfs
47532,Injection for cholangiogram,182.04,0.0,cms_pfs
47533,Plmt biliary drainage cath,225.97,0.0,cms_pfs
47534,Plmt biliary drainage cath,315.83,0.0,cms_pfs
47535,Conversion ext bil drg cath,168.73,0.0,cms_pfs
47536,Exchange biliary drg cath,114.15,0.0,cms_pfs
47537,Removal biliary drg cath,83.53,0.0,cms_pfs
47538,Perq plmt bile duct stent,201.34,0.0,cms_pfs
47539,Perq plmt bile duct stent,365.41,0.0,cms_pfs
47540,Perq plmt bile duct stent,375.07,0.0,cms_pfs
47541,Plmt access bil tree sm bwl,292.53,0.0,cms_pfs
47542,Dilate biliary duct/ampulla,116.81,0.0,cms_pfs
47543,Endoluminal bx biliary tree,122.47,0.0,cms_pfs
47544,Removal duct glbldr calculi,134.12,0.0,cms_pfs
47550,Bile duct endoscopy add-on,144.44,0.0,cms_pfs
47552,Biliary endo perq dx w/speci,253.93,0.0,cms_pfs
47553,Biliary endoscopy thru skin,251.6,0.0,cms_pfs
47554,Biliary endoscopy thru skin,395.03,0.0,cms_pfs
47555,Biliary endoscopy thru skin,299.52,0.0,cms_pfs
47556,Biliary endoscopy thru skin,339.46,0.0,cms_pfs
47562,Laparoscopic cholecystectomy,629.66,0.0,cms_pfs
47563,Laparo cholecystectomy/graph,681.91,0.0,cms_pfs
47564,Laparo cholecystectomy/explr,1057.64,0.0,cms_pfs
47570,Laparo cholecystoenterostomy,733.49,0.0,cms_pfs
47579,Unlisted laps px biliary trc,0.0,0.0,cms_pfs
47600,Cholecystectomy,1006.72,0.0,cms_pfs
47605,Cholecystectomy w/cholang,1057.64,0.0,cms_pfs
47610,Removal of gallbladder,1169.46,0.0,cms_pfs
47612,Removal of gallbladder,1187.1,0.0,cms_pfs
47620,Removal of gallbladder,1278.28,0.0,cms_pfs
47700,Exploration of bile ducts,1004.72,0.0,cms_pfs
47701,Bile duct revision,1614.41,0.0,cms_pfs
47711,Excision of bile duct tumor,1442.02,0.0,cms_pfs
47712,Excision of bile duct tumor,1846.37,0.0,cms_pfs
47715,Excision of bile duct cyst,1249.33,0.0,cms_pfs
47720,Fuse gallbladder & bowel,1092.25,0.0,cms_pfs
47721,Fuse upper gi structures,1271.3,0.0,cms_pfs
47740,Fuse gallbladder & bowel,1234.02,0.0,cms_pfs
47741,Fuse gallbladder & bowel,1379.79,0.0,cms_pfs
47760,Fuse bile ducts and bowel,2070.35,0.0,cms_pfs
47765,Fuse liver ducts & bowel,2783.21,0.0,cms_pfs
47780,Fuse bile ducts and bowel,2275.35,0.0,cms_pfs
47785,Fuse bile ducts and bowel,2961.59,0.0,cms_pfs
47800,Reconstruction of bile ducts,1458.33,0.0,cms_pfs
47801,Placement bile duct support,1034.01,0.0,cms_pfs
47802,Fuse liver duct & intestine,1522.23,0.0,master
47900,Suture bile duct injury,1293.26,0.0,cms_pfs
47999,Unlisted px biliary tract,0.0,0.0,cms_pfs
48000,Drainage of abdomen,1740.54,0.0,cms_pfs
48001,Placement of drain pancreas,2120.93,0.0,cms_pfs
48020,Removal of pancreatic stone,1109.89,0.0,cms_pfs
48100,Biopsy of pancreas open,840.99,0.0,cms_pfs
48102,Needle biopsy pancreas,203.01,0.0,cms_pfs
48105,Resect/debride pancreas,2546.59,0.0,cms_pfs
48120,Removal of pancreas lesion,1043.33,0.0,cms_pfs
48140,Partial removal of pancreas,1451.34,0.0,cms_pfs
48145,Partial removal of pancreas,1517.57,0.0,cms_pfs
48146,Pancreatectomy,1761.51,0.0,cms_pfs
48148,Removal of pancreatic duct,1173.79,0.0,cms_pfs
48150,Partial removal of pancreas,2860.75,0.0,cms_pfs
48152,Pancreatectomy,2663.4,0.0,cms_pfs
48153,Pancreatectomy,2852.43,0.0,cms_pfs
48154,Pancreatectomy,2674.71,0.0,cms_pfs
48155,Removal of pancreas,1705.27,0.0,cms_pfs
48160,Pancreas removal/transplant,0.0,0.0,master_cleaned
48400,Injection intraop add-on,94.85,0.0,cms_pfs
48500,Surgery of pancreatic cyst,1087.92,0.0,cms_pfs
48510,Drain pancreatic pseudocyst,1040.0,0.0,cms_pfs
48520,Fuse pancreas cyst and bowel,1030.68,0.0,cms_pfs
48540,Fuse pancreas cyst and bowel,1216.05,0.0,cms_pfs
48545,Pancreatorrhaphy,1258.98,0.0,cms_pfs
48547,Duodenal exclusion,1659.01,0.0,cms_pfs
48548,Fuse pancreas and bowel,1551.51,0.0,cms_pfs
48550,Donor pancreatectomy,0.0,0.0,master_cleaned
48551,Prep donor pancreas,0.0,0.0,cms_pfs
48552,Prep donor pancreas/venous,210.66,0.0,cms_pfs
48554,Transpl allograft pancreas,2551.58,0.0,cms_pfs
48556,Removal allograft pancreas,1241.68,0.0,cms_pfs
48999,Unlisted procedure pancreas,0.0,0.0,cms_pfs
49000,Exploration of abdomen,726.17,0.0,cms_pfs
49002,Reopening of abdomen,970.78,0.0,cms_pfs
49010,Exploration behind abdomen,861.29,0.0,cms_pfs
49013,Prpertl pel pack hemrrg trma,408.68,0.0,cms_pfs
49014,Reexploration pelvic wound,344.78,0.0,cms_pfs
49020,Drainage abdom abscess open,1482.62,0.0,cms_pfs
49040,Drain open abdom abscess,955.47,0.0,cms_pfs
49060,Drain open retroperi abscess,1022.36,0.0,cms_pfs
49062,Drain to peritoneal cavity,730.83,0.0,cms_pfs
49082,Abd paracentesis,70.89,0.0,cms_pfs
49083,Abd paracentesis w/imaging,92.52,0.0,cms_pfs
49084,Peritoneal lavage,95.51,0.0,cms_pfs
49180,Biopsy abdominal mass,70.89,0.0,cms_pfs
49185,Sclerotx fluid collection,104.83,0.0,cms_pfs
49186,Opn exc/dstr ntra-abd 5 cm/<,1217.05,0.0,cms_pfs
49187,Opn exc/dstr ntra-abd 5.1-10,1540.86,0.0,cms_pfs
49188,Opn exc/dst ntra-abd 10.1-20,1845.71,0.0,cms_pfs
49189,Opn exc/dst ntra-abd 20.1-30,2139.57,0.0,cms_pfs
49190,Opn exc/dstr ntra-abd >30 cm,2630.78,0.0,cms_pfs
49203,Exc abd tum 5 cm or less,1193.09,0.0,master
49204,Exc abd tum over 5 cm,1519.9,0.0,master
49205,Exc abd tum over 10 cm,1743.54,0.0,master
49215,Excise sacral spine tumor,1996.13,0.0,cms_pfs
49220,Multiple surgery abdomen,943.82,0.0,master
49250,Excision of umbilicus,566.09,0.0,cms_pfs
49255,Removal of omentum,749.13,0.0,cms_pfs
49320,Diag laparo separate proc,315.16,0.0,cms_pfs
49321,Laparoscopy biopsy,328.14,0.0,cms_pfs
49322,Laparoscopy aspiration,354.1,0.0,cms_pfs
49323,Laparo drain lymphocele,602.04,0.0,cms_pfs
49324,Lap insert tunnel ip cath,364.75,0.0,cms_pfs
49325,Lap revision perm ip cath,387.38,0.0,cms_pfs
49326,Lap w/omentopexy add-on,168.73,0.0,cms_pfs
49327,Lap ins device for rt,116.15,0.0,cms_pfs
49329,Unlstd laps px abd pertm&omn,0.0,0.0,cms_pfs
49400,Air injection into abdomen,78.21,0.0,cms_pfs
49402,Remove foreign body adbomen,796.72,0.0,cms_pfs
